candidate_rank,brand,source_site,source_title,source_price,gross_profit,profit_rate,auto_discovered_brand,source_url,availability_status,mercari_sold_median,mercari_sold_avg,mercari_sample_count,matched_sold_count,estimated_sale_price,platform_fee,estimated_shipping,target_category,model_match,model_signature,sold_model_signature,line_match,material_match,size_match,source_has_size,is_main_item,raw_color_text,primary_color,secondary_colors,detected_colors,color_detected,primary_color_band,secondary_color_bands,detected_color_bands,popularity_color_hint,popularity_color_hint_top1,popularity_color_hint_top2,popularity_color_hints,popularity_color_band_top1,popularity_color_band_top2,popularity_color_bands,color_match,color_alignment,matched_keywords,review_required,sell_speed,popularity_color_top1_count,popularity_color_top1_ratio,popularity_color_top2_count,popularity_color_top2_ratio,popularity_color_top3_count,popularity_color_top3_ratio,note,condition_rank,danger_word,vision_confirmed,vision_near,vision_rejected,vision_confidence,vision_summary,vision_manual
hold,SOMES,楽天市場,新着 中古 SOMES(ソメス) ショルダーバッグ ダークブラウン レザー,10827,14052,1.2979,False,https://item.rakuten.co.jp/brandear-store/39359391/?variantId=39359391&scid=seo-carousel-search,available,11000,15154,35,4,28477,2848,750,バッグ,False,,,True,True,False,False,True,ブラウン,brown,,brown,brown,brown,,brown,brown,brown,black,"brown,black,unknown",brown,black,"brown,black,unknown",True,strong,"ショルダーバッグ,ソメス,レザー,brown",True,medium,10,0.2857,7,0.2,3,0.0857,"類似売り切れ4件ベースで推定 / 要目視確認(matched_sold_count=4) / 売れ筋上位色帯=brown,black,unknown / 商品配色=brown / 売れ筋1位色と一致",,,,,,,SKIP: rank=hold target=True has_images=False,
hold,SOMES,楽天市場,中古 SOMES(ソメス) ショルダーバッグ 黒 レザー,6601,13598,2.06,False,https://item.rakuten.co.jp/brandear-store/38329292/?variantId=38329292&scid=seo-carousel-search,available,11000,15154,35,4,23277,2328,750,バッグ,False,,,True,True,False,False,True,黒,black,,black,black,black,,black,black,black,brown,"black,brown,unknown",black,brown,"black,brown,unknown",True,strong,"ショルダーバッグ,ソメス,レザー,black,黒",True,medium,10,0.2857,7,0.2,3,0.0857,"類似売り切れ4件ベースで推定 / 要目視確認(matched_sold_count=4) / 売れ筋上位色帯=black,brown,unknown / 商品配色=black / 売れ筋1位色と一致",,,,,,,SKIP: rank=hold target=True has_images=False,
