candidate_rank,brand,source_site,source_title,source_price,gross_profit,profit_rate,auto_discovered_brand,source_url,availability_status,mercari_sold_median,mercari_sold_avg,mercari_sample_count,matched_sold_count,estimated_sale_price,platform_fee,estimated_shipping,target_category,model_match,model_signature,sold_model_signature,line_match,material_match,size_match,source_has_size,is_main_item,raw_color_text,primary_color,secondary_colors,detected_colors,color_detected,primary_color_band,secondary_color_bands,detected_color_bands,popularity_color_hint,popularity_color_hint_top1,popularity_color_hint_top2,popularity_color_hints,popularity_color_band_top1,popularity_color_band_top2,popularity_color_bands,color_match,color_alignment,matched_keywords,review_required,popularity_color_top1_count,popularity_color_top1_ratio,popularity_color_top2_count,popularity_color_top2_ratio,popularity_color_top3_count,popularity_color_top3_ratio,note
hold,IACUCCI,ベクトルパーク,イアクッチ IACUCCI ジュリエッタ M ATHENE トートバッグ レザー 茶色 ブラウン 無地 シンプル 長方形 /RI ■OS,4800,11460,2.3875,False,https://vector-park.jp/item/170-402602230366/,available,19940,21370,10,5,18900,1890,750,バッグ,True,,Sorbetto,True,True,False,False,True,茶/ブラウン,brown,,brown,brown,brown,,brown,beige,beige,brown,"beige,brown,black",white-beige,brown,"white-beige,brown,black",True,near,"iacucci,イアクッチ,トートバッグ,レザー,brown,os,ブラウン",False,3,0.3,1,0.1,1,0.1,"類似売り切れ5件ベースで推定 / 売り切れ候補モデル=Sorbetto / 売れ筋上位色帯=white-beige,brown,black / 商品配色=brown / 売れ筋2位色と一致"
hold,IACUCCI,ベクトルパーク,イアクッチ IACUCCI ハンドバッグ ショルダーバッグ 2WAY レザー 紫 パープル /YM,2800,10850,3.875,False,https://vector-park.jp/item/081-102509290266/,available,19940,21370,10,5,16000,1600,750,バッグ,True,,Sorbetto,True,True,False,False,True,,unknown,,,unknown,unknown,,,black,black,beige,"black,beige,unknown",black,white-beige,"black,white-beige,unknown",False,unknown,"iacucci,イアクッチ,ショルダーバッグ,レザー,ハンドバッグ",False,3,0.3,1,0.1,1,0.1,"類似売り切れ5件ベースで推定 / 売り切れ候補モデル=Sorbetto / 売れ筋上位色帯=black,white-beige,unknown / 商品配色=unknown / 色帯一致は弱いが総合評価対象"
