candidate_rank,brand,source_site,source_title,source_price,gross_profit,profit_rate,auto_discovered_brand,source_url,availability_status,mercari_sold_median,mercari_sold_avg,mercari_sample_count,matched_sold_count,estimated_sale_price,platform_fee,estimated_shipping,target_category,model_match,model_signature,sold_model_signature,line_match,material_match,size_match,source_has_size,is_main_item,raw_color_text,primary_color,secondary_colors,detected_colors,color_detected,primary_color_band,secondary_color_bands,detected_color_bands,popularity_color_hint,popularity_color_hint_top1,popularity_color_hint_top2,popularity_color_hints,popularity_color_band_top1,popularity_color_band_top2,popularity_color_bands,color_match,color_alignment,matched_keywords,review_required,sell_speed,popularity_color_top1_count,popularity_color_top1_ratio,popularity_color_top2_count,popularity_color_top2_ratio,popularity_color_top3_count,popularity_color_top3_ratio,note,condition_rank,danger_word
honmei,SOMES,Yahooショッピング,SOMES SADDLE ソメスサドル ショルダーバッグ レザー ブラウン メンズ,7403,16820,2.2721,False,https://store.shopping.yahoo.co.jp/tifana-garage/1-240001163194.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,9980,14482,31,5,27748,2775,750,バッグ,True,,,True,True,False,False,True,ブラウン,brown,,brown,brown,brown,,brown,brown,brown,black,"brown,black,green",brown,black,"brown,black,green",True,strong,"saddle,ソメスサドル,レザー,brown,ブラウン,ショルダーバッグ,メンズ",False,medium,8,0.2581,5,0.1613,3,0.0968,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=brown,black,green / 商品配色=brown / 売れ筋1位色と一致",,
honmei,SOMES,Yahooショッピング,SOMES SADDLE ソメスサドル ショルダーバッグ ブラウン レザー レディース 斜め掛け bag 鞄,11495,12728,1.1073,False,https://store.shopping.yahoo.co.jp/tifana-garage/1-240001142924.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,9980,14482,31,5,27748,2775,750,バッグ,True,,,True,True,False,False,True,ブラウン,brown,,brown,brown,brown,,brown,brown,brown,green,"brown,green,black",brown,green,"brown,green,black",True,strong,"saddle,ショルダーバッグ,ソメスサドル,レザー,鞄,brown,ブラウン",False,medium,8,0.2581,5,0.1613,3,0.0968,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=brown,green,black / 商品配色=brown / 売れ筋1位色と一致",,
